大创,,,,,,,,,,,,
项目编号,项目名称,项目类型,所属学校,项目期限,所属一级学科,所属二级学科,项目级别,,,,
202210289100Y,基于苯丙三氮唑类MOF材料的合成及其电化学性能研究,创新训练项目,江苏科技大学,一年期 （2022-06 至 2023-06）,工学,材料类,省级
202210289101Y,基于便携式RNA病毒检测设备的集成电路系统设计,创新训练项目,江苏科技大学,一年期 （2022-06 至 2023-06）,工学,电子信息类,省级
202210289022Z,基于表面电荷优化的β-葡聚糖酶pH稳定性改良研究,创新训练项目,江苏科技大学,一年期 （2022-06 至 2023-06）,理学,生物科学类,国家级
202210289102Y,基于不同拓扑构型的LDO@MOF材料对水中抗生素的荧光检测及去除,创新训练项目,江苏科技大学,一年期 （2022-06 至 2023-06）,工学,环境科学与工程类,省级
202210289103Y,基于超薄h-BN/g-C3N4二维异质结构传感器的四环素类抗生素检测,创新训练项目,江苏科技大学,一年期 （2022-06 至 2023-06）,工学,环境科学与工程类,省级
202210289104Y,基于超级电容的自供能航标研究,创新训练项目,江苏科技大学,一年期 （2022-06 至 2023-06）,工学,电子信息类,省级
202210289105Y,基于超临界二氧化碳工质的热动力循环与储能技术使用的船舶余热利用系统,创新训练项目,江苏科技大学,一年期 （2022-06 至 2023-06）,工学,能源动力类,省级
202210289023Z,基于磁悬浮技术的物流传输装置,创新训练项目,江苏科技大学,一年期 （2022-06 至 2023-06）,工学,电气类,国家级
202210289106Y,基于单线激光雷达的室内无人车设计,创新训练项目,江苏科技大学,一年期 （2022-06 至 2023-06）,工学,电子信息类,省级
202210289024Z,基于迭代学习的多智能体系统一致性控制,创新训练项目,江苏科技大学,一年期 （2022-06 至 2023-06）,工学,自动化类,国家级
202210289025Z,基于丁胞结构的电池冷却通道及优化,创新训练项目,江苏科技大学,一年期 （2022-06 至 2023-06）,工学,能源动力类,国家级
202210289158H,基于多巴胺仿生聚合物的合成及表征,创新训练项目,江苏科技大学,一年期 （2022-06 至 2023-06）,理学,化学类,省级(校企)
202210289026Z,基于多场耦合理论的储粮害虫自动监测系统的研究与开发,创新训练项目,江苏科技大学,一年期 （2022-06 至 2023-06）,工学,食品科学与工程类,国家级
202210289107Y,基于仿生折展的便携式聚能锅,创新训练项目,江苏科技大学,一年期 （2022-06 至 2023-06）,工学,机械类,省级
202210289027Z,基于飞鱼仿生的跨介质载弹飞行器,创新训练项目,江苏科技大学,一年期 （2022-06 至 2023-06）,工学,海洋工程类,国家级
202210289028Z,基于光学参量振荡器的腔内泵浦中红外涡旋光束产生研究,创新训练项目,江苏科技大学,一年期 （2022-06 至 2023-06）,理学,物理学类,国家级
202210289108Y,基于毫米波雷达的障碍物探测,创新训练项目,江苏科技大学,一年期 （2022-06 至 2023-06）,工学,电子信息类,省级
202210289109Y,基于聚吲哚纤维可穿戴储能器件的研究,创新训练项目,江苏科技大学,一年期 （2022-06 至 2023-06）,工学,材料类,省级
202210289029Z,基于硫氯固封超分子矿物沉积的海工混凝土裂缝自修复性能研究,创新训练项目,江苏科技大学,一年期 （2022-06 至 2023-06）,工学,土木类,国家级
202210289110Y,基于麦轮的全向智能移动货运机器人设计研究,创新训练项目,江苏科技大学,一年期 （2022-06 至 2023-06）,工学,机械类,省级
202210289111Y,基于南产北养助巩留扶贫项目的资源整合和商业模式优化,创新训练项目,江苏科技大学,一年期 （2022-06 至 2023-06）,管理学,工商管理类,省级
202210289112Y,基于三维激光扫描技术的构建物自动检测系统研究与设计,创新训练项目,江苏科技大学,一年期 （2022-06 至 2023-06）,工学,自动化类,省级
202210289030Z,基于时空图卷积网络的康复训练效果评价方法的研究与应用,创新训练项目,江苏科技大学,一年期 （2022-06 至 2023-06）,工学,计算机类,国家级
202210289159H,基于数字孪生的智能喷涂质量控制,创新训练项目,江苏科技大学,一年期 （2022-06 至 2023-06）,工学,机械类,省级(校企)
202210289160H,基于微服务的专项培训系统的设计与实现,创新训练项目,江苏科技大学,一年期 （2022-06 至 2023-06）,工学,计算机类,省级(校企)
202210289031Z,基于线结构光的车载道路凹陷探测方法研究,创新训练项目,江苏科技大学,一年期 （2022-06 至 2023-06）,工学,电子信息类,国家级
202210289032Z,基于相变储热的全天候太阳能界面蒸发式海水淡化技术与应用,创新训练项目,江苏科技大学,一年期 （2022-06 至 2023-06）,工学,能源动力类,国家级
202210289033Z,基于扎根理论的在线学习压力源调查研究,创新训练项目,江苏科技大学,一年期 （2022-06 至 2023-06）,管理学,管理科学与工程类,国家级
202210289034Z,基于属性集成的三支聚类方法,创新训练项目,江苏科技大学,一年期 （2022-06 至 2023-06）,理学,数学类,国家级
202210289035Z,激光与缆式焊丝GMAW电弧复合焊接头性能及机理研究,创新训练项目,江苏科技大学,一年期 （2022-06 至 2023-06）,工学,材料类,国家级
202210289161H,集成电路自动测试源测量单元设计研究,创新训练项目,江苏科技大学,一年期 （2022-06 至 2023-06）,工学,电子信息类,省级(校企)
202210289036Z,挤压方式对含LPSO相稀土镁合金组织演变及力学性能的影响,创新训练项目,江苏科技大学,一年期 （2022-06 至 2023-06）,工学,材料类,国家级
202210289037Z,挤压膨化对小麦胚芽蛋白乳化活性及乳液表面电位的影响,创新训练项目,江苏科技大学,一年期 （2022-06 至 2023-06）,工学,食品科学与工程类,国家级
202210289113Y,江苏国有企业混合所有制改革的股权制衡与治理能力提升研究,创新训练项目,江苏科技大学,一年期 （2022-06 至 2023-06）,管理学,工商管理类,省级
